Transaction_Amount,Transaction_Time,Customer_Age,Customer_Region,Merchant_Category,Card_Type,Transaction_Mode,Previous_Fraud_Flag,Fraud
4810.3,12.5,48,North,Retail,Prepaid,Online,0,0
2545.3,187.9,69,West,Travel,Credit,Online,0,0
2264.7,1821.2,34,North,Travel,Debit,POS,0,0
1394.2,21.9,54,East,Health,Debit,POS,1,0
4794.4,265.5,25,West,Retail,Credit,Online,0,0
714.9,1416,36,North,Electronics,Debit,ATM,0,0
2899.6,882.2,43,East,Health,Debit,POS,0,0
1413.5,1526.6,21,West,Retail,Credit,ATM,0,0
1395.8,1371,32,East,Electronics,Debit,Online,0,0
2025.4,51.9,68,East,Travel,Credit,ATM,0,0
4994,2230.4,64,East,Travel,Prepaid,ATM,0,0
275.8,257.5,31,West,Travel,Debit,POS,0,0
2893.1,806.1,47,West,Electronics,Debit,ATM,0,0
413.8,1033.6,65,South,Food,Credit,Online,0,0
773.4,184.7,59,South,Retail,Prepaid,ATM,0,0
2198.4,3739.4,41,South,Health,Debit,Online,0,0
2552.8,669.7,63,South,Health,Debit,Online,0,0
1294.7,59.4,69,West,Travel,Prepaid,POS,0,0
1583,2768.8,60,South,Food,Debit,Online,0,1
435.7,882.5,51,North,Retail,Credit,Online,0,0
1516.8,1201.3,36,South,Retail,Prepaid,POS,0,0
4832.8,744.8,20,North,Health,Prepaid,POS,0,0
4723.6,1800.2,21,North,Health,Debit,POS,1,0
1675.1,33.7,28,East,Health,Prepaid,Online,0,0
2854.7,312.5,30,East,Retail,Prepaid,POS,0,0
4548.1,634.2,67,East,Health,Prepaid,Online,0,0
31.9,79.7,35,South,Retail,Debit,Online,0,0
4053.6,1223.9,36,West,Travel,Prepaid,Online,0,0
4741.9,500.3,61,North,Food,Debit,POS,0,0
457.5,318.4,50,West,Health,Prepaid,Online,0,0
808.1,3.4,55,West,Retail,Credit,Online,0,0
4803.8,1272.4,20,South,Travel,Prepaid,POS,0,0
2688.2,1794.6,66,West,Electronics,Prepaid,POS,0,0
72,502.6,52,West,Travel,Prepaid,Online,0,0
1288.9,830.6,18,East,Food,Credit,Online,1,0
2250.3,258.4,52,East,Travel,Prepaid,Online,0,0
3464.9,973.4,53,North,Health,Credit,POS,0,0
3666.1,12.2,55,North,Health,Credit,POS,0,0
4977.1,670.7,56,East,Electronics,Credit,ATM,0,0
1438.3,1033.4,42,South,Retail,Debit,POS,1,0
2691.6,2503.4,57,South,Travel,Debit,Online,0,0
2667.1,480.2,30,North,Electronics,Credit,POS,0,0
2028.8,1449,21,East,Health,Debit,POS,0,0
846.6,910.5,23,South,Retail,Credit,ATM,0,0
4887.3,2617.5,28,West,Retail,Debit,ATM,0,0
4266.7,508.1,18,North,Food,Debit,Online,0,0
2492.2,384.3,25,North,Health,Prepaid,ATM,0,0
3016.6,2181.6,51,West,Retail,Debit,Online,0,0
1137.1,50.5,57,West,Food,Debit,Online,0,0
2719.4,146.6,69,North,Food,Prepaid,Online,0,0
3475.2,86,26,West,Health,Credit,Online,0,0
2576.3,1852.2,53,South,Retail,Prepaid,ATM,0,0
4951.4,10.7,66,North,Retail,Debit,Online,0,0
3057.1,1978,56,South,Travel,Debit,Online,0,1
1855.5,600.1,59,North,Retail,Credit,POS,0,0
3861,4,54,South,Food,Debit,Online,0,0
853.1,513.6,59,East,Electronics,Prepaid,POS,0,0
1923.2,206.8,61,South,Health,Credit,ATM,0,0
1735.4,979.2,38,West,Electronics,Prepaid,POS,0,0
2159.6,1137.4,37,East,Retail,Debit,ATM,0,1
3909.1,668.5,55,North,Food,Credit,ATM,0,1
2421.4,41.4,18,South,Electronics,Debit,POS,1,0
3970.3,1067.5,52,North,Health,Debit,ATM,0,0
2882.9,1845.4,45,East,Travel,Prepaid,ATM,0,0
1711,1274.1,24,West,Electronics,Debit,ATM,0,0
4050.1,1771.7,60,West,Travel,Prepaid,POS,0,0
1192.2,223.8,61,West,Retail,Debit,ATM,0,0
1122.7,2197.2,26,North,Retail,Prepaid,Online,0,0
2523,388.9,18,West,Health,Prepaid,POS,0,0
1305,13.5,53,West,Travel,Credit,Online,0,0
46.4,1854,51,North,Travel,Credit,POS,1,0
3241.8,2844.2,51,North,Health,Debit,Online,0,0
2556,1065.8,34,East,Electronics,Debit,ATM,0,1
2228.1,263.2,49,West,Health,Credit,Online,0,0
4834.9,290,19,East,Retail,Prepaid,Online,0,0
2856.4,628.5,53,South,Travel,Prepaid,Online,0,0
4317.3,2281.1,42,South,Food,Credit,POS,0,0
698.1,162,60,South,Food,Credit,ATM,0,0
2846.5,1748.5,68,South,Retail,Debit,ATM,1,0
4340,344.3,43,North,Travel,Prepaid,Online,0,0
2915.9,1653.3,62,East,Travel,Credit,Online,0,1
3590.4,2529.1,43,East,Health,Prepaid,POS,1,0
1860.8,557.7,38,North,Electronics,Prepaid,Online,0,0
463.2,454.2,35,South,Health,Credit,Online,0,0
2290,1620.6,46,East,Food,Prepaid,Online,0,0
1973,753.9,68,West,Travel,Debit,POS,0,0
4335.4,1153.4,41,North,Electronics,Credit,Online,0,1
1220.7,975.1,64,North,Health,Prepaid,Online,0,0
4833.7,165.9,45,West,Electronics,Credit,Online,0,0
4790.7,1863,29,South,Food,Credit,POS,0,0
1238.9,217.9,28,South,Electronics,Prepaid,POS,0,0
1740.9,2692.4,44,East,Travel,Debit,ATM,0,0
4477.9,288.4,40,West,Electronics,Credit,POS,0,0
4833.1,1323.8,50,East,Electronics,Prepaid,ATM,0,1
2217.8,335,33,South,Health,Credit,ATM,0,0
1605.7,382.4,45,East,Electronics,Credit,Online,0,0
2630.9,371.1,45,West,Electronics,Prepaid,ATM,0,0
3439.2,1377.9,62,West,Food,Debit,Online,0,0
1368.1,813.8,55,West,Electronics,Prepaid,POS,0,0
3682.6,2145.2,23,South,Health,Credit,POS,0,0
259.2,367.3,59,North,Health,Debit,ATM,0,0
247.4,1177.6,46,North,Travel,Debit,Online,0,0
1932.1,1398.2,51,North,Food,Debit,ATM,0,0
1768,164.3,20,East,Retail,Debit,ATM,0,0
1578.9,511.8,23,West,Travel,Credit,POS,0,0
2455.6,659.4,65,South,Electronics,Prepaid,ATM,0,0
1604.3,439.6,55,North,Food,Prepaid,Online,0,0
962.1,388.8,30,North,Travel,Debit,POS,0,0
1548,1159.7,53,East,Health,Debit,POS,0,0
4874.5,243.2,32,East,Food,Prepaid,ATM,0,0
2056.2,1235.8,23,North,Food,Debit,ATM,0,0
2224.1,2734,50,West,Electronics,Prepaid,ATM,0,0
2883.1,832.9,58,West,Food,Prepaid,Online,0,0
4916.7,945.3,29,East,Food,Debit,ATM,0,0
1208.8,71.4,60,East,Retail,Prepaid,Online,0,0
3406.7,1998.6,30,West,Electronics,Prepaid,ATM,0,1
3580.2,336.1,50,East,Food,Prepaid,ATM,0,0
3037,954.6,68,East,Food,Debit,POS,0,0
443.8,3868.6,45,West,Retail,Credit,POS,0,0
3384.7,905.1,53,West,Retail,Credit,Online,0,0
321.4,1289.9,22,South,Health,Credit,ATM,0,0
2981.1,589.4,42,East,Electronics,Credit,Online,0,0
3698.2,62.3,34,East,Retail,Credit,POS,0,0
1055.6,1597.5,54,South,Food,Debit,POS,1,0
4208.3,35.6,36,East,Retail,Debit,POS,0,0
152.7,1206.2,52,East,Travel,Credit,POS,0,0
4219.2,23.2,60,North,Health,Credit,Online,0,0
2302.2,1982.7,51,North,Health,Prepaid,ATM,0,0
1088.7,171.5,63,North,Electronics,Prepaid,Online,0,0
669.8,722.1,23,South,Health,Prepaid,ATM,0,0
4766.6,909.2,36,East,Electronics,Credit,POS,0,0
364.3,611.7,18,South,Travel,Credit,Online,0,0
996.3,416.7,24,South,Food,Debit,ATM,0,0
1739.8,630.8,51,East,Travel,Prepaid,ATM,0,0
3101.6,373.1,36,West,Electronics,Prepaid,POS,0,0
2724.5,576.5,50,West,Electronics,Debit,ATM,0,0
629.1,444.6,43,East,Electronics,Debit,ATM,0,0
1449.4,835.2,58,West,Food,Debit,Online,0,0
1194.5,271.7,66,North,Electronics,Prepaid,POS,0,0
1068.5,4479.1,59,East,Travel,Debit,POS,0,0
2056.3,694.9,44,South,Food,Credit,ATM,1,0
3520.5,215.9,55,North,Travel,Credit,ATM,0,0
1088,648.3,43,South,Food,Credit,POS,1,0
1834,2013,52,West,Electronics,Debit,POS,0,0
1955.2,22,37,East,Food,Prepaid,POS,0,0
4882.3,1138,41,North,Retail,Prepaid,ATM,0,0
4773.4,794,64,East,Travel,Debit,ATM,0,0
4000.9,185.8,38,North,Retail,Debit,POS,0,0
1209.1,1700.9,43,North,Retail,Prepaid,POS,1,0
341.1,460.3,37,North,Electronics,Credit,ATM,0,0
1585.2,347.9,23,East,Electronics,Credit,ATM,0,0
1334.7,1761,20,North,Retail,Prepaid,ATM,1,0
2530.1,1017.6,27,North,Food,Debit,Online,0,0
3888.9,2285.3,29,East,Electronics,Credit,POS,0,0
4291.8,993.9,50,South,Travel,Credit,Online,0,0
4224.5,1350.2,39,West,Retail,Credit,Online,0,0
1799,1810.6,33,East,Travel,Debit,ATM,0,0
3436.5,56.3,34,East,Travel,Debit,POS,0,0
1564.9,1496.3,27,North,Travel,Credit,ATM,0,0
305.5,951.2,29,East,Retail,Debit,ATM,0,0
3508.1,72,36,East,Health,Prepaid,ATM,0,0
50.1,710.5,57,West,Electronics,Debit,ATM,0,0
2046.5,86.1,40,East,Travel,Prepaid,POS,0,0
1647.6,1331.6,57,North,Retail,Credit,POS,0,0
3467.2,790.8,27,West,Health,Credit,ATM,0,0
3831.5,3069.9,27,East,Retail,Prepaid,Online,0,0
1521.2,202.3,67,North,Electronics,Credit,ATM,0,0
4058.3,931.5,27,West,Retail,Credit,Online,0,0
1470.3,237.7,56,East,Food,Credit,Online,0,0
2232.2,952.1,47,North,Food,Debit,ATM,0,0
3635.4,1282.5,21,West,Travel,Debit,POS,0,0
3464.9,1281.2,18,North,Retail,Prepaid,ATM,0,0
4936.9,1687.8,60,West,Retail,Prepaid,POS,0,0
1126.6,1921.1,36,East,Travel,Debit,Online,0,0
3311.9,80.4,22,South,Travel,Credit,POS,1,0
3048.8,420.5,47,West,Health,Debit,POS,1,1
4575.6,1161.9,43,East,Retail,Credit,POS,0,0
782.7,690.3,57,West,Electronics,Prepaid,ATM,0,0
3759.2,211.6,51,South,Electronics,Prepaid,Online,0,0
2841.8,804.5,19,North,Electronics,Prepaid,Online,0,0
1374.1,523.3,41,South,Travel,Debit,POS,0,0
2372.7,494.4,31,South,Travel,Debit,Online,0,0
1669.5,1659.4,58,North,Travel,Credit,POS,0,0
2897,523.6,59,South,Electronics,Prepaid,POS,0,0
4445.1,26.8,30,East,Health,Credit,POS,0,1
2847,59.8,46,West,Food,Credit,POS,0,0
3159,1939.6,18,South,Retail,Debit,ATM,0,0
2594.2,3234,63,West,Food,Debit,POS,0,0
256.8,1166.1,51,West,Retail,Credit,Online,0,0
1165.1,453.1,21,North,Travel,Credit,ATM,0,0
2460.5,2790.4,45,South,Electronics,Credit,Online,0,0
1551.9,1087.1,36,North,Food,Debit,ATM,0,0
909.6,1860,18,North,Travel,Credit,POS,0,0
2521.2,1451.8,53,West,Retail,Debit,ATM,0,0
1614.7,476.6,60,East,Food,Prepaid,Online,0,0
1291.3,651.4,30,West,Food,Prepaid,ATM,0,0
2320.5,206,67,North,Food,Credit,ATM,0,0
667.3,345.3,59,South,Food,Debit,POS,0,0
4638.8,1505.6,22,East,Food,Prepaid,POS,0,0
4338.6,2244.1,50,East,Travel,Debit,ATM,0,0
3538.4,1289,31,South,Retail,Debit,POS,0,1
532,625.8,33,South,Retail,Prepaid,POS,0,0
3879.6,90.5,49,East,Health,Credit,ATM,0,1
4040,58.6,67,North,Electronics,Credit,Online,0,0
3839.1,468.9,44,East,Food,Prepaid,POS,0,0
570.7,623.3,52,East,Retail,Debit,ATM,0,0
3219.9,939.4,20,East,Electronics,Credit,ATM,1,0
4171.8,6.5,21,North,Electronics,Debit,ATM,0,1
2887.2,4577.8,24,South,Travel,Prepaid,Online,0,0
3232.4,452.5,30,South,Food,Credit,Online,0,0
2292.4,1884.5,58,South,Health,Credit,Online,0,1
2644,765.6,20,North,Electronics,Credit,POS,0,1
172.8,139.8,34,North,Travel,Prepaid,ATM,1,0
3195.2,1597.3,64,South,Food,Prepaid,ATM,0,0
408.2,1237.3,27,West,Retail,Prepaid,Online,0,0
2175.6,749.6,64,West,Health,Debit,POS,0,0
1464,722.7,18,South,Food,Debit,POS,0,0
2727.6,91.5,45,West,Travel,Debit,ATM,0,0
667.9,1066.7,27,West,Travel,Credit,Online,0,0
3458.5,2421.9,24,South,Travel,Credit,ATM,0,0
3975.3,97.9,56,South,Travel,Credit,Online,0,0
817.6,305.9,20,North,Travel,Prepaid,Online,0,0
522.5,2325.9,24,West,Health,Prepaid,ATM,0,0
728.4,334.6,26,West,Electronics,Credit,Online,0,0
4385.8,1061.2,57,South,Electronics,Prepaid,Online,0,0
2641.4,765.3,52,East,Retail,Debit,Online,0,0
2336.8,907.2,43,South,Electronics,Debit,Online,0,0
534.5,537.5,22,North,Travel,Prepaid,POS,0,0
3248.1,356.7,30,East,Electronics,Debit,Online,0,0
4340.1,49.8,62,East,Electronics,Debit,Online,0,0
4141.1,1363.7,47,East,Travel,Debit,Online,0,0
3130.6,1370.8,57,North,Health,Credit,ATM,0,0
377.3,1110.9,67,West,Travel,Prepaid,POS,0,0
562.9,1031.8,56,South,Electronics,Prepaid,Online,1,0
247.5,279.3,27,North,Electronics,Credit,Online,0,0
1288.1,22.6,59,North,Retail,Debit,ATM,0,0
679.2,1654,40,East,Travel,Credit,POS,0,0
1301,675.6,28,East,Retail,Debit,POS,0,0
1925.9,366.5,29,North,Retail,Credit,POS,0,0
4715,107.5,30,West,Food,Debit,Online,0,0
3052.3,64.8,57,East,Retail,Credit,POS,0,0
4175,429,66,North,Electronics,Credit,ATM,0,1
3552,1633.4,63,East,Electronics,Debit,ATM,0,0
563.4,2509.9,66,South,Food,Debit,Online,0,0
3679.9,2270.6,68,South,Food,Prepaid,Online,0,0
1376.2,2525.7,33,South,Travel,Prepaid,Online,0,0
3195.9,2383,26,East,Food,Credit,Online,0,0
1705.5,749.1,69,East,Health,Credit,ATM,0,0
4988.4,247.7,27,West,Electronics,Prepaid,Online,0,0
1318.5,1599.7,46,South,Electronics,Prepaid,Online,0,0
1396.4,240.4,26,West,Food,Debit,Online,0,0
4653.4,310.9,50,North,Food,Prepaid,Online,0,0
124.2,265.6,41,North,Electronics,Credit,ATM,0,0
3483.7,723.6,52,South,Food,Prepaid,POS,0,0
3626.9,388.4,28,West,Travel,Prepaid,Online,0,1
4182.1,167.4,56,East,Food,Prepaid,ATM,0,0
4872.2,603.6,67,West,Food,Prepaid,POS,0,0
4878,2070.7,30,North,Travel,Credit,ATM,0,0
327.3,845.3,40,West,Travel,Prepaid,POS,0,0
4109.4,2106.5,42,North,Travel,Prepaid,ATM,0,0
3231.9,218,67,North,Electronics,Credit,Online,0,0
3237.1,182.7,33,West,Food,Prepaid,POS,0,0
642.6,857,65,East,Travel,Credit,ATM,0,0
3251.3,622.4,38,North,Travel,Prepaid,Online,0,0
4912.4,1079.3,27,West,Electronics,Prepaid,Online,0,0
4559.2,1582.9,58,North,Health,Prepaid,POS,0,0
2196.2,1391.5,57,South,Food,Debit,ATM,0,0
200.7,2851.8,36,East,Health,Prepaid,Online,0,0
1812.1,507.9,52,South,Health,Credit,ATM,0,0
4132.1,231.2,45,North,Travel,Debit,Online,0,0
3507.8,800.5,58,East,Electronics,Prepaid,Online,0,0
2297.3,117.4,19,West,Food,Credit,Online,0,0
276.5,340.9,68,West,Food,Prepaid,POS,0,0
2135,233.1,47,East,Food,Credit,ATM,1,0
2345.7,505.1,57,South,Health,Prepaid,POS,0,0
4642.8,117.9,67,South,Retail,Credit,POS,0,0
3205.8,32.4,57,East,Electronics,Credit,POS,0,0
1559,1069.4,22,West,Retail,Debit,POS,0,0
2627.1,942.2,55,East,Health,Debit,POS,0,0
331.2,1232.2,59,South,Travel,Credit,Online,0,0
4862.9,1079.9,32,North,Retail,Credit,Online,0,0
1800.9,121.4,53,West,Retail,Debit,Online,0,0
2389.9,344,20,East,Electronics,Credit,POS,0,1
1777.1,138.7,41,North,Health,Prepaid,Online,0,0
3412.9,1851.3,58,South,Electronics,Prepaid,Online,0,0
3311.5,1374,65,West,Travel,Credit,Online,0,0
3576.9,225.1,65,East,Food,Credit,POS,0,0
1341.4,417.5,64,South,Health,Debit,ATM,0,0
1579,3399.6,58,East,Travel,Debit,ATM,0,0
627.1,901.8,66,East,Travel,Credit,Online,0,0
3277.9,1615.2,29,West,Retail,Prepaid,POS,0,0
199.9,307.3,25,South,Electronics,Debit,ATM,0,0
2988.8,235.8,31,South,Retail,Prepaid,Online,0,0
4348.6,1532.1,35,North,Retail,Prepaid,POS,0,0
4454.3,1158,61,South,Food,Prepaid,ATM,0,0
2245.7,1142.5,63,South,Electronics,Prepaid,ATM,0,0
2297.1,804.4,37,West,Food,Debit,POS,0,0
385.8,829.1,40,North,Travel,Credit,ATM,0,0
3354.2,1330.7,22,West,Food,Credit,Online,0,0
4106.5,314.7,18,South,Travel,Debit,Online,1,0
1224,435.1,62,North,Retail,Prepaid,POS,0,1
2107.1,2052.9,63,West,Food,Credit,POS,0,1
4194.4,369.4,19,North,Electronics,Credit,Online,0,0
4385.7,790.3,33,South,Food,Credit,POS,0,0
1216.7,1212.8,22,North,Travel,Prepaid,ATM,0,0
2753.3,9495.7,39,North,Health,Credit,ATM,0,0
963.3,571.4,18,North,Electronics,Debit,ATM,0,0
510.3,558.8,29,South,Travel,Credit,ATM,0,0
4555.7,1848.9,36,South,Health,Credit,POS,0,0
4102.7,1637.3,39,North,Electronics,Debit,ATM,0,0
3800.4,1313.3,59,West,Health,Prepaid,POS,0,0
244.8,622.2,61,West,Retail,Credit,Online,0,0
4218.8,391.5,68,South,Retail,Prepaid,ATM,0,0
2190.8,938.4,65,East,Food,Prepaid,POS,0,0
1712.6,2089.3,34,West,Food,Prepaid,Online,0,0
2732.8,2152.2,30,North,Food,Credit,ATM,0,0
457.7,114.8,56,East,Food,Credit,ATM,0,0
3783.5,559.2,45,South,Health,Debit,ATM,0,0
2912.6,625,20,West,Electronics,Prepaid,POS,0,0
933.8,3799.4,22,East,Electronics,Debit,POS,0,1
942,1133.2,53,South,Food,Credit,Online,0,0
922.1,523,32,South,Retail,Credit,ATM,0,0
286,26.4,34,North,Travel,Debit,Online,0,0
2939.4,833.3,61,West,Food,Debit,POS,0,1
4201.9,101,63,East,Food,Prepaid,ATM,0,0
88.5,1798.5,46,North,Retail,Credit,Online,0,0
246,1396.4,21,West,Travel,Prepaid,ATM,0,0
2864.3,617.1,49,East,Health,Prepaid,POS,0,0
4097.7,560.7,66,South,Health,Credit,Online,0,0
1634.4,2276.3,60,South,Travel,Credit,ATM,0,0
1748.7,340.3,55,West,Travel,Prepaid,ATM,0,0
2982.1,286.4,21,North,Health,Debit,ATM,0,0
1371.8,2800.1,30,East,Food,Credit,Online,0,0
134,1656.8,37,East,Food,Prepaid,POS,0,0
3676.4,1718.3,64,South,Retail,Debit,POS,0,0
3128.6,217.2,35,West,Travel,Prepaid,Online,0,0
2904.2,154.7,66,North,Food,Credit,ATM,0,1
3708.7,26.4,68,South,Food,Debit,Online,0,0
3376.5,270.6,59,South,Retail,Debit,Online,0,0
1030.2,1488.1,54,North,Travel,Debit,POS,0,0
1763.1,274.5,29,East,Retail,Credit,Online,0,0
631.4,1306,42,East,Retail,Credit,ATM,1,0
650.2,290.2,47,West,Health,Prepaid,POS,0,0
3381.3,503,32,South,Retail,Prepaid,POS,0,0
4293.1,4084.1,53,West,Travel,Credit,ATM,0,0
4813.7,280.8,25,East,Food,Prepaid,Online,1,0
3142.1,472.2,45,North,Food,Debit,POS,0,0
921.3,358.2,69,East,Health,Credit,Online,0,0
529.1,116.1,39,East,Travel,Credit,ATM,0,0
4064.4,673.1,66,South,Food,Prepaid,POS,0,0
2894.2,475.9,55,East,Retail,Credit,ATM,0,0
3091.8,1187.1,33,West,Electronics,Debit,POS,0,0
3907.5,1701.5,22,North,Electronics,Credit,ATM,0,0
3516.7,785.8,63,South,Electronics,Debit,Online,0,0
4172.5,32.7,51,North,Electronics,Credit,ATM,0,0
282,964.8,66,West,Retail,Credit,ATM,0,0
3737.9,57,55,West,Food,Credit,ATM,0,0
4254.4,958,28,East,Health,Prepaid,ATM,0,0
1431.4,1155.3,19,West,Retail,Prepaid,ATM,0,0
3202.6,220.4,42,East,Food,Debit,Online,0,0
1571.5,1711.2,42,South,Travel,Prepaid,Online,1,0
4789.9,2420.1,18,North,Food,Credit,POS,0,0
168.1,1677.1,48,East,Food,Prepaid,ATM,0,0
2899.4,364,22,East,Food,Prepaid,Online,0,0
833.4,883.4,57,South,Retail,Debit,ATM,0,0
3561.4,2462.9,21,West,Food,Credit,ATM,0,0
880.3,386.6,68,East,Food,Debit,POS,0,0
1177.7,1715,22,West,Travel,Prepaid,ATM,0,0
2472.4,9.5,22,East,Travel,Credit,Online,0,0
4574.3,3.7,33,West,Electronics,Debit,POS,0,0
1059.4,1425.9,35,East,Retail,Debit,POS,0,0
722.1,1433.2,60,North,Food,Credit,POS,0,1
3795.1,1555.8,34,North,Electronics,Debit,ATM,0,0
2503.6,2659.6,52,North,Electronics,Debit,POS,0,0
4559,125.5,35,East,Retail,Debit,Online,0,0
733.9,263.9,21,West,Electronics,Prepaid,Online,0,0
3230,2340.5,68,South,Electronics,Debit,POS,0,0
1165.2,195.1,48,South,Retail,Prepaid,POS,0,0
784.6,1146.4,48,South,Health,Debit,POS,0,1
3417.5,756,26,North,Electronics,Debit,ATM,0,0
2968.8,86.9,48,North,Travel,Debit,POS,0,0
3774.4,335.8,22,North,Electronics,Debit,POS,0,0
1548,734.7,53,West,Retail,Credit,ATM,0,0
2240.4,1912.9,33,North,Retail,Prepaid,POS,0,0
2028,1229.4,59,West,Health,Credit,POS,0,0
4920.5,972.6,58,West,Health,Credit,Online,0,0
1462,685.2,33,West,Travel,Credit,Online,0,0
1474.8,354.8,37,East,Travel,Credit,Online,0,0
1773.4,127,47,South,Electronics,Debit,ATM,0,0
2823.4,526.1,43,West,Health,Debit,Online,0,0
1262.4,28.9,66,South,Travel,Credit,Online,0,0
4576.5,237.1,48,West,Electronics,Credit,POS,0,0
1329.2,566.5,67,West,Food,Prepaid,ATM,0,0
4479.2,542.3,32,North,Electronics,Credit,POS,0,0
518.3,45.3,69,South,Travel,Debit,POS,0,0
3283.2,889.3,58,West,Electronics,Prepaid,ATM,0,0
4535,797.8,55,South,Food,Credit,ATM,0,0
844.6,81.3,55,North,Travel,Prepaid,POS,0,0
4841.7,2867.6,60,West,Electronics,Credit,POS,0,0
2265,104.7,37,North,Travel,Prepaid,POS,0,0
4728.6,1929.9,52,West,Electronics,Prepaid,ATM,0,0
3384.4,0.3,40,North,Retail,Debit,POS,0,0
1508.6,2139.5,61,North,Travel,Prepaid,POS,0,0
942.3,19.9,64,East,Travel,Credit,Online,0,0
1519.4,1418,56,West,Travel,Prepaid,Online,0,0
466,448.9,42,West,Travel,Credit,Online,0,0
720.2,1340.2,67,West,Electronics,Credit,Online,0,0
524.2,513.7,39,South,Health,Debit,Online,0,0
2115.3,73.5,64,East,Electronics,Prepaid,POS,0,0
3978.1,1458.9,25,South,Food,Debit,POS,0,0
707.8,73.9,26,West,Retail,Credit,ATM,0,0
652.5,2552.6,32,East,Electronics,Prepaid,ATM,0,0
3217.5,52.3,65,North,Electronics,Prepaid,ATM,1,0
986.7,652.6,37,East,Travel,Credit,POS,0,0
489,1283.9,52,North,Food,Debit,Online,0,0
835.1,499.6,54,West,Travel,Debit,POS,0,0
4618.7,244.9,20,West,Travel,Prepaid,POS,0,0
4107.5,1423.3,51,North,Health,Debit,ATM,0,0
1771,1533.8,51,East,Retail,Prepaid,ATM,0,0
3279.4,2560,53,South,Health,Debit,ATM,0,0
2686.8,471.9,52,East,Travel,Credit,ATM,0,1
3385.9,705.7,26,North,Retail,Credit,POS,0,0
3413.7,451.2,47,North,Electronics,Credit,ATM,0,0
3144,297.2,43,South,Food,Prepaid,Online,0,0
1331.2,1390.4,29,South,Health,Prepaid,POS,0,0
196,415,41,South,Food,Credit,Online,0,0
2278.4,558.9,58,North,Travel,Credit,POS,0,0
4455,517,36,West,Retail,Debit,POS,0,0
2847.9,1247.1,61,East,Electronics,Credit,ATM,0,1
4162.1,2498.5,33,South,Retail,Credit,Online,1,0
4958.1,1098.9,43,North,Food,Credit,POS,0,0
818.9,637.9,40,East,Food,Prepaid,Online,0,0
3459.2,1510.5,50,South,Electronics,Prepaid,POS,0,0
3371.8,1024.4,59,West,Electronics,Credit,POS,0,0
4899.8,62.5,47,East,Retail,Debit,POS,0,0
4928,100.6,40,East,Health,Debit,Online,0,0
3433.7,38.7,27,North,Retail,Credit,POS,0,0
1218.8,610.3,53,North,Food,Prepaid,Online,0,1
3993,1747.9,48,North,Retail,Credit,Online,0,0
536,375.5,60,West,Travel,Debit,ATM,0,0
3903.7,484.8,39,East,Retail,Prepaid,Online,0,0
4551.1,2402.2,60,South,Retail,Prepaid,POS,1,0
1914.8,1813.4,60,West,Travel,Prepaid,POS,0,0
3153.5,1093.8,55,South,Food,Credit,POS,0,0
2151.3,310.3,64,South,Electronics,Credit,POS,0,1
2189.4,124.5,19,North,Retail,Credit,Online,0,0
1552.5,16.2,40,South,Health,Debit,ATM,0,0
3810.9,113.2,52,South,Electronics,Prepaid,Online,1,0
4680.9,346.2,54,West,Health,Prepaid,POS,0,0
4703.8,802.5,49,North,Retail,Debit,Online,0,0
874.7,66.1,60,South,Health,Debit,ATM,1,0
4373.8,146.4,29,South,Electronics,Prepaid,ATM,0,0
3687.4,199.8,52,South,Health,Prepaid,ATM,1,0
1264.9,999.6,58,East,Health,Debit,ATM,0,0
337.4,956.6,20,East,Electronics,Credit,ATM,0,0
1340.7,800.2,51,North,Electronics,Credit,Online,0,0
4561.1,288.4,55,West,Electronics,Credit,ATM,0,0
3166.3,463.8,41,North,Electronics,Debit,ATM,0,0
3605.6,101.7,55,East,Travel,Prepaid,POS,0,0
1286.5,256.8,34,North,Retail,Debit,ATM,0,0
3597.2,2279.9,57,West,Electronics,Credit,Online,0,0
141.6,3896.7,18,North,Food,Credit,POS,0,0
1877.2,1043.2,25,South,Health,Credit,Online,0,0
3134.1,2486.8,32,West,Electronics,Debit,POS,0,0
731.3,1029.3,67,West,Electronics,Debit,ATM,0,0
4115.2,33.8,62,West,Retail,Credit,Online,0,0
1175.9,5733,42,North,Electronics,Credit,POS,0,0
3261.8,104.2,25,North,Travel,Prepaid,Online,1,0
2026.6,1147.7,69,South,Food,Debit,POS,0,0
2980.6,291.5,49,West,Food,Prepaid,ATM,0,0
538.1,497.5,67,South,Electronics,Credit,Online,0,0
85.5,1038.3,30,West,Retail,Credit,Online,0,0
4547.9,573.6,63,East,Electronics,Credit,Online,0,0
1348.9,288.4,32,North,Health,Prepaid,ATM,0,0
4098.6,407.1,23,South,Food,Debit,ATM,0,0
4996.8,417.9,50,North,Health,Debit,POS,0,0
1057.9,3202.1,24,North,Travel,Prepaid,Online,0,0
1326.6,1602.5,50,East,Food,Debit,POS,0,0
3314.6,613.5,64,East,Food,Prepaid,POS,1,0
4827.3,222.9,46,West,Travel,Prepaid,ATM,0,0
4579.2,1666.1,55,East,Health,Debit,Online,0,0
2514.9,171,54,West,Electronics,Debit,ATM,0,0
3975.8,236.3,61,East,Retail,Prepaid,Online,0,0
679.6,455.7,49,East,Health,Debit,POS,0,0
4887.2,2123.2,20,South,Travel,Debit,ATM,0,0
4821.8,141.3,37,East,Travel,Prepaid,ATM,0,0
